Datetime,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Hour,Minute,Second
2025-10-06 21:30:00+08:00,185.55999755859375,186.0,185.16000366210938,185.72000122070312,185.72000122070312,14018402,2025,10,6,21,30,0
2025-10-06 21:31:00+08:00,185.74000549316406,186.14999389648438,184.85000610351562,185.125,185.125,1215737,2025,10,6,21,31,0
2025-10-06 21:32:00+08:00,185.13999938964844,185.17999267578125,183.67999267578125,183.74000549316406,183.74000549316406,1350084,2025,10,6,21,32,0
2025-10-06 21:33:00+08:00,183.75,184.08999633789062,183.3300018310547,184.02999877929688,184.02999877929688,854872,2025,10,6,21,33,0
2025-10-06 21:34:00+08:00,184.05999755859375,184.5050048828125,184.02999877929688,184.35000610351562,184.35000610351562,395762,2025,10,6,21,34,0
2025-10-06 21:35:00+08:00,184.3800048828125,184.92999267578125,184.35000610351562,184.88999938964844,184.88999938964844,473029,2025,10,6,21,35,0
2025-10-06 21:36:00+08:00,184.9149932861328,185.3300018310547,184.89999389648438,185.07000732421875,185.07000732421875,564115,2025,10,6,21,36,0
2025-10-06 21:37:00+08:00,185.05999755859375,185.57000732421875,185.0399932861328,185.50999450683594,185.50999450683594,627619,2025,10,6,21,37,0
2025-10-06 21:38:00+08:00,185.5,185.5500030517578,185.06500244140625,185.08070373535156,185.08070373535156,429598,2025,10,6,21,38,0
2025-10-06 21:39:00+08:00,185.0800018310547,185.5500030517578,184.77000427246094,185.5,185.5,627625,2025,10,6,21,39,0
2025-10-06 21:40:00+08:00,185.52000427246094,186.1999969482422,185.22500610351562,186.05999755859375,186.05999755859375,719160,2025,10,6,21,40,0
2025-10-06 21:41:00+08:00,186.05999755859375,186.14999389648438,185.5,185.67999267578125,185.67999267578125,491675,2025,10,6,21,41,0
2025-10-06 21:42:00+08:00,185.6699981689453,185.7100067138672,185.35499572753906,185.55999755859375,185.55999755859375,473719,2025,10,6,21,42,0
2025-10-06 21:43:00+08:00,185.55999755859375,185.58999633789062,185.25999450683594,185.47999572753906,185.47999572753906,375161,2025,10,6,21,43,0
2025-10-06 21:44:00+08:00,185.47999572753906,186.44000244140625,185.36000061035156,186.3300018310547,186.3300018310547,674891,2025,10,6,21,44,0
2025-10-06 21:45:00+08:00,186.3300018310547,186.7550048828125,184.27499389648438,186.69500732421875,186.69500732421875,12357877,2025,10,6,21,45,0
2025-10-06 21:46:00+08:00,186.72000122070312,187.17999267578125,186.6199951171875,187.14990234375,187.14990234375,921174,2025,10,6,21,46,0
2025-10-06 21:47:00+08:00,187.13999938964844,187.2299041748047,186.80499267578125,186.97000122070312,186.97000122070312,789172,2025,10,6,21,47,0
2025-10-06 21:48:00+08:00,186.96499633789062,186.98989868164062,186.61500549316406,186.77000427246094,186.77000427246094,706785,2025,10,6,21,48,0
2025-10-06 21:49:00+08:00,186.7718048095703,186.86000061035156,186.5399932861328,186.69000244140625,186.69000244140625,553609,2025,10,6,21,49,0
2025-10-06 21:50:00+08:00,186.69000244140625,186.89999389648438,186.220703125,186.2801055908203,186.2801055908203,738956,2025,10,6,21,50,0
2025-10-06 21:51:00+08:00,186.3000030517578,186.3656005859375,185.77000427246094,186.00509643554688,186.00509643554688,733236,2025,10,6,21,51,0
2025-10-06 21:52:00+08:00,186.00509643554688,186.0500030517578,185.75,185.8813934326172,185.8813934326172,558645,2025,10,6,21,52,0
2025-10-06 21:53:00+08:00,185.89999389648438,186.0,185.72000122070312,185.92999267578125,185.92999267578125,459284,2025,10,6,21,53,0
2025-10-06 21:54:00+08:00,185.93499755859375,186.0850067138672,185.8300018310547,185.9499969482422,185.9499969482422,461163,2025,10,6,21,54,0
2025-10-06 21:55:00+08:00,185.97030639648438,186.0,185.85000610351562,185.92999267578125,185.92999267578125,346222,2025,10,6,21,55,0
2025-10-06 21:56:00+08:00,185.9199981689453,186.0,185.64500427246094,185.875,185.875,517771,2025,10,6,21,56,0
2025-10-06 21:57:00+08:00,185.875,186.0399932861328,185.6649932861328,185.69000244140625,185.69000244140625,458248,2025,10,6,21,57,0
