Datetime,Close,High,Low,Open,Volume
2025-09-09 09:00:00+08:00,0.2249999940395355,0.2249999940395355,0.2150000035762787,0.2150000035762787,0
2025-09-09 09:01:00+08:00,0.2349999994039535,0.25,0.2249999940395355,0.2249999940395355,97000
2025-09-09 09:02:00+08:00,0.2399999946355819,0.2399999946355819,0.2349999994039535,0.2349999994039535,31000
2025-09-09 09:03:00+08:00,0.2399999946355819,0.2399999946355819,0.2349999994039535,0.2349999994039535,61000
2025-09-09 09:04:00+08:00,0.2450000047683715,0.2450000047683715,0.2399999946355819,0.2399999946355819,23000
2025-09-09 09:05:00+08:00,0.25,0.25,0.2450000047683715,0.2450000047683715,35000
2025-09-09 09:06:00+08:00,0.2450000047683715,0.25,0.2450000047683715,0.25,34500
2025-09-09 09:07:00+08:00,0.2450000047683715,0.2450000047683715,0.2450000047683715,0.2450000047683715,35100
2025-09-09 09:08:00+08:00,0.2450000047683715,0.2450000047683715,0.2450000047683715,0.2450000047683715,1000
2025-09-09 09:09:00+08:00,0.2399999946355819,0.2450000047683715,0.2399999946355819,0.2450000047683715,3000
2025-09-09 09:10:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,7000
2025-09-09 09:11:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,1000
2025-09-09 09:12:00+08:00,0.2349999994039535,0.2399999946355819,0.2349999994039535,0.2399999946355819,5000
2025-09-09 09:13:00+08:00,0.2349999994039535,0.2349999994039535,0.2349999994039535,0.2349999994039535,5000
2025-09-09 09:14:00+08:00,0.2349999994039535,0.2349999994039535,0.2349999994039535,0.2349999994039535,5000
2025-09-09 09:16:00+08:00,0.2399999946355819,0.2399999946355819,0.2349999994039535,0.2349999994039535,6000
2025-09-09 09:17:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,4000
2025-09-09 09:18:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,10000
2025-09-09 09:19:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,11000
2025-09-09 09:20:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,1000
2025-09-09 09:21:00+08:00,0.2450000047683715,0.2450000047683715,0.2399999946355819,0.2399999946355819,1000
2025-09-09 09:22:00+08:00,0.2399999946355819,0.2450000047683715,0.2399999946355819,0.2450000047683715,10000
2025-09-09 09:24:00+08:00,0.2450000047683715,0.2450000047683715,0.2399999946355819,0.2399999946355819,9000
2025-09-09 09:25:00+08:00,0.2450000047683715,0.2450000047683715,0.2450000047683715,0.2450000047683715,5000
2025-09-09 09:26:00+08:00,0.2399999946355819,0.2450000047683715,0.2399999946355819,0.2450000047683715,15000
2025-09-09 09:28:00+08:00,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,10000
2025-09-09 09:29:00+08:00,0.2349999994039535,0.2399999946355819,0.2349999994039535,0.2399999946355819,38200
2025-09-09 09:31:00+08:00,0.2349999994039535,0.2349999994039535,0.2349999994039535,0.2349999994039535,5000
2025-09-09 09:32:00+08:00,0.2399999946355819,0.2399999946355819,0.2349999994039535,0.2349999994039535,10600
2025-09-09 09:33:00+08:00,0.2300000041723251,0.2399999946355819,0.2300000041723251,0.2349999994039535,20000
2025-09-09 09:36:00+08:00,0.2249999940395355,0.2300000041723251,0.2249999940395355,0.2300000041723251,11000
