Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
2020-10-12,120.05999755859376,125.18000030517578,119.27999877929688,124.4000015258789,121.00609588623048,240226800,2020,10,12
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,117.79611206054688,262330500,2020,10,13
2020-10-14,121.0,123.02999877929688,119.62000274658205,121.19000244140624,117.88365936279295,150712000,2020,10,14
2020-10-15,118.72000122070312,121.1999969482422,118.1500015258789,120.70999908447266,117.41677856445312,112559200,2020,10,15
2020-10-16,121.27999877929688,121.5500030517578,118.80999755859376,119.0199966430664,115.77287292480467,115393800,2020,10,16
2020-10-19,119.95999908447266,120.41999816894533,115.66000366210938,115.9800033569336,112.81580352783205,120639300,2020,10,19
2020-10-20,116.1999969482422,118.9800033569336,115.62999725341795,117.51000213623048,114.30406188964844,124423700,2020,10,20
2020-10-21,116.66999816894533,118.70999908447266,116.4499969482422,116.87000274658205,113.68152618408205,89946000,2020,10,21
2020-10-22,117.4499969482422,118.04000091552734,114.58999633789062,115.75,112.59210205078124,101988000,2020,10,22
2020-10-23,116.38999938964844,116.5500030517578,114.27999877929688,115.04000091552734,111.90145874023438,82572600,2020,10,23
2020-10-26,114.01000213623048,116.5500030517578,112.87999725341795,115.0500030517578,111.9111785888672,111850700,2020,10,26
2020-10-27,115.48999786376952,117.27999877929688,114.54000091552734,116.5999984741211,113.41890716552734,92276800,2020,10,27
2020-10-28,115.0500030517578,115.43000030517578,111.0999984741211,111.1999969482422,108.16622924804688,143937800,2020,10,28
2020-10-29,112.37000274658205,116.93000030517578,112.1999969482422,115.31999969482422,112.17382049560548,146129200,2020,10,29
2020-10-30,111.05999755859376,111.98999786376952,107.72000122070312,108.86000061035156,105.89006805419922,190272600,2020,10,30
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,105.80249786376952,122866900,2020,11,2
2020-11-03,109.66000366210938,111.48999786376952,108.7300033569336,110.44000244140624,107.42696380615234,107624400,2020,11,3
2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.9499969482422,111.81391143798828,138235500,2020,11,4
2020-11-05,117.9499969482422,119.62000274658205,116.87000274658205,119.02999877929688,115.78260803222656,126387100,2020,11,5
2020-11-06,118.31999969482422,119.1999969482422,116.12999725341795,118.69000244140624,115.65106201171876,114457900,2020,11,6
2020-11-09,120.5,121.98999786376952,116.0500030517578,116.31999969482422,113.34172821044922,154515300,2020,11,9
2020-11-10,115.5500030517578,117.58999633789062,114.12999725341795,115.97000122070312,113.00071716308594,138023400,2020,11,10
2020-11-11,117.19000244140624,119.62999725341795,116.44000244140624,119.48999786376952,116.43055725097656,112295000,2020,11,11
2020-11-12,119.62000274658205,120.52999877929688,118.56999969482422,119.20999908447266,116.15774536132812,103162300,2020,11,12
2020-11-13,119.44000244140624,119.66999816894533,117.87000274658205,119.26000213623048,116.20647430419922,81581900,2020,11,13
2020-11-16,118.91999816894533,120.98999786376952,118.1500015258789,120.3000030517578,117.21984100341795,91183000,2020,11,16
2020-11-17,119.5500030517578,120.66999816894533,118.95999908447266,119.38999938964844,116.3331298828125,74271000,2020,11,17
2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,115.00796508789062,76322100,2020,11,18
2020-11-19,117.58999633789062,119.05999755859376,116.80999755859376,118.63999938964844,115.60233306884766,74113000,2020,11,19
2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,114.33561706542967,73604300,2020,11,20
2020-11-23,117.18000030517578,117.62000274658205,113.75,113.8499984741211,110.93498229980467,127959300,2020,11,23
2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894533,112.22119140625,113874200,2020,11,24
2020-11-25,115.5500030517578,116.75,115.16999816894533,116.02999877929688,113.05916595458984,76499200,2020,11,25
2020-11-27,116.56999969482422,117.48999786376952,116.22000122070312,116.58999633789062,113.60482788085938,46691300,2020,11,27
2020-11-30,116.97000122070312,120.97000122070312,116.80999755859376,119.0500030517578,116.00183868408205,169410200,2020,11,30
