Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
2020-10-12,13.989500045776367,14.347000122070312,13.912500381469728,14.22599983215332,14.182705879211426,434744000,2020,10,12
2020-10-13,14.296500205993652,14.34850025177002,14.018750190734863,14.248250007629396,14.20488739013672,344604000,2020,10,13
2020-10-14,14.290499687194824,14.34274959564209,13.960000038146973,14.095250129699709,14.052352905273438,276100000,2020,10,14
2020-10-15,13.810750007629396,14.005749702453612,13.767749786376951,13.970000267028809,13.927484512329102,267224000,2020,10,15
2020-10-16,14.036749839782717,14.121500015258787,13.792499542236328,13.81149959564209,13.7694673538208,242392000,2020,10,16
2020-10-19,13.902999877929688,13.98349952697754,13.406749725341797,13.497750282287598,13.456674575805664,298068000,2020,10,19
2020-10-20,13.583499908447266,13.799750328063965,13.506999969482422,13.645500183105469,13.603974342346191,229212000,2020,10,20
2020-10-21,13.625,13.791500091552734,13.477499961853027,13.524749755859377,13.483590126037598,219596000,2020,10,21
2020-10-22,13.522500038146973,13.611749649047852,13.231749534606934,13.361000061035156,13.32033634185791,290480000,2020,10,22
2020-10-23,13.449999809265137,13.593250274658203,13.291250228881836,13.590250015258787,13.548892974853516,233484000,2020,10,23
2020-10-26,13.427000045776367,13.692749977111816,13.03849983215332,13.141249656677246,13.1012544631958,336896000,2020,10,26
2020-10-27,13.305999755859377,13.44200038909912,13.191499710083008,13.396750450134276,13.355979919433594,250520000,2020,10,27
2020-10-28,13.197999954223633,13.260000228881836,12.609000205993652,12.626999855041504,12.58857250213623,376520000,2020,10,28
2020-10-29,12.838500022888184,13.192749977111816,12.75,13.02400016784668,12.984366416931152,320080000,2020,10,29
2020-10-30,12.850000381469728,12.93649959564209,12.300000190734863,12.534000396728516,12.495855331420898,416820000,2020,10,30
2020-11-02,12.657750129699709,12.836750030517578,12.395000457763672,12.580750465393066,12.542461395263672,299652000,2020,11,2
2020-11-03,12.708499908447266,13.104999542236328,12.602749824523926,13.01949977874756,12.979878425598145,272900000,2020,11,3
2020-11-04,13.389249801635742,13.827500343322754,13.336999893188477,13.794249534606934,13.752270698547363,410228000,2020,11,4
2020-11-05,14.162500381469728,14.33899974822998,13.991000175476074,14.15999984741211,14.116907119750977,319028000,2020,11,5
2020-11-06,14.109749794006348,14.588749885559082,13.895000457763672,14.562000274658203,14.517683029174805,383348000,2020,11,6
2020-11-09,14.552499771118164,14.691499710083008,13.610750198364258,13.630749702453612,13.58926486968994,582976000,2020,11,9
2020-11-10,13.606499671936035,13.606499671936035,12.628250122070312,12.770000457763672,12.7311372756958,644068000,2020,11,10
2020-11-11,13.053750038146973,13.4350004196167,12.948249816894531,13.41800022125244,13.377163887023926,404744000,2020,11,11
2020-11-12,13.479000091552734,13.765999794006348,13.315999984741213,13.45674991607666,13.415797233581545,365812000,2020,11,12
2020-11-13,13.627249717712402,13.668749809265137,13.059249877929688,13.29699993133545,13.256532669067385,346312000,2020,11,13
2020-11-16,13.172499656677246,13.649499893188477,13.156000137329102,13.515250205993652,13.474120140075684,413776000,2020,11,16
2020-11-17,13.552499771118164,13.5962495803833,13.303750038146973,13.422249794006348,13.381402015686035,312028000,2020,11,17
2020-11-18,13.465250015258787,13.60575008392334,13.1850004196167,13.428750038146973,13.3878812789917,510924000,2020,11,18
2020-11-19,13.212750434875488,13.487500190734863,13.100000381469728,13.440250396728516,13.399347305297852,565936000,2020,11,19
2020-11-20,13.45400047302246,13.494500160217283,13.0649995803833,13.087750434875488,13.047918319702148,341088000,2020,11,20
2020-11-23,13.171250343322754,13.38249969482422,13.01550006866455,13.140000343322754,13.10001277923584,361356000,2020,11,23
2020-11-24,13.142499923706056,13.161999702453612,12.885000228881836,12.95775032043457,12.91831398010254,346500000,2020,11,24
2020-11-25,13.032500267028809,13.26949977874756,13.020000457763672,13.234749794006348,13.194470405578612,259916000,2020,11,25
2020-11-27,13.375,13.407500267028809,13.170499801635742,13.261249542236328,13.220890998840332,167276000,2020,11,27
2020-11-30,13.265000343322754,13.412500381469728,12.972249984741213,13.40149974822998,13.360713958740234,286952000,2020,11,30
2020-12-01,13.492250442504885,13.5287504196167,13.228249549865724,13.390000343322754,13.349251747131348,296948000,2020,12,1
2020-12-02,13.350500106811523,13.673500061035156,13.23425006866455,13.544500350952148,13.503280639648438,283360000,2020,12,2
2020-12-03,13.587499618530272,13.65999984741211,13.32900047302246,13.395999908447266,13.359175682067873,199520000,2020,12,3
2020-12-04,13.44849967956543,13.5600004196167,13.388750076293944,13.558250427246094,13.52097988128662,202244000,2020,12,4
2020-12-07,13.60124969482422,13.731249809265137,13.5,13.606749534606934,13.569347381591797,223244000,2020,12,7
2020-12-08,13.585000038146973,13.598750114440918,13.281499862670898,13.350000381469728,13.31330394744873,271920000,2020,12,8
2020-12-09,13.30049991607666,13.413999557495115,12.868249893188477,12.930749893188477,12.8952054977417,401300000,2020,12,9
2020-12-10,12.869000434875488,13.068750381469728,12.849499702453612,12.972249984741213,12.93659210205078,207764000,2020,12,10
2020-12-11,12.967249870300291,13.020000457763672,12.822999954223633,13.013250350952148,12.977478981018066,209264000,2020,12,11
2020-12-14,13.088000297546388,13.388750076293944,13.077500343322754,13.30875015258789,13.272168159484863,270156000,2020,12,14
2020-12-15,13.439749717712402,13.46399974822998,13.186750411987305,13.36050033569336,13.323773384094238,193016000,2020,12,15
2020-12-16,13.422499656677246,13.437250137329102,13.212499618530272,13.24250030517578,13.206099510192873,223116000,2020,12,16
2020-12-17,13.36674976348877,13.37950038909912,13.178500175476074,13.3412504196167,13.304576873779297,231384000,2020,12,17
2020-12-18,13.378999710083008,13.404999732971191,13.070500373840332,13.272000312805176,13.235517501831056,342064000,2020,12,18
2020-12-21,13.074749946594238,13.369999885559082,12.967499732971191,13.332249641418455,13.295602798461914,302332000,2020,12,21
2020-12-22,13.319250106811523,13.337249755859377,13.053999900817873,13.278249740600586,13.241750717163086,185580000,2020,12,22
2020-12-23,13.255999565124512,13.274999618530272,13.005000114440918,13.009249687194824,12.973487854003906,179144000,2020,12,23
2020-12-24,13.037249565124512,13.13249969482422,12.938750267028809,12.993749618530272,12.95803165435791,97884000,2020,12,24
2020-12-28,13.0625,13.0625,12.763250350952148,12.899999618530272,12.864540100097656,212564000,2020,12,28
2020-12-29,12.925000190734863,13.072500228881836,12.842249870300291,12.943249702453612,12.907672882080078,170372000,2020,12,29
2020-12-30,12.990249633789062,13.213749885559082,12.896750450134276,13.145750045776367,13.109617233276367,225396000,2020,12,30
2020-12-31,13.136500358581545,13.151000022888184,12.914999961853027,13.05500030517578,13.01911449432373,192424000,2020,12,31
2021-01-04,13.104249954223633,13.65250015258789,12.962499618530272,13.113499641418455,13.077454566955566,560640000,2021,1,4
2021-01-05,13.099749565124512,13.443499565124512,13.086999893188477,13.404749870300291,13.367902755737305,322760000,2021,1,5
2021-01-06,13.22249984741211,13.244999885559082,12.586000442504885,12.614500045776367,12.579826354980469,580424000,2021,1,6
2021-01-07,12.967499732971191,13.377750396728516,12.886500358581545,13.343999862670898,13.307320594787598,461480000,2021,1,7
2021-01-08,13.362500190734863,13.42099952697754,13.041999816894531,13.27674961090088,13.240254402160645,292528000,2021,1,8
2021-01-11,13.418749809265137,13.961000442504885,13.362500190734863,13.621500015258787,13.584057807922363,518344000,2021,1,11
